claim_number,policy_number,policyholder_id,vehicle_vin,claim_type,claim_status,severity,incident_date,incident_location,incident_description,number_of_vehicles_involved,claimed_amount,approved_amount,paid_amount,payment_method,incident_evidence,fraud_score,is_fraudulent,fraud_reason,submitted_date,reviewed_date,closed_date
CLM-590724939653,POL-951464856801,ZW-PH-5837526156,P1BSCNC5Y698K3CLZ,ACCIDENT,PAID,TOTAL_LOSS,2025-11-01 02:59:48,"Township Road, Gweru, MIDLANDS",T-bone collision at four-way stop near Chitungwiza,2,13370.43,11860.908453,11860.908453,BANK_TRANSFER,,0.1797,False,,2025-11-01 04:59:48,2025-11-14 04:59:48,
CLM-182595996466,POL-859238167132,ZW-PH-8809894543,SY8WG6EL1SKFY2CKJ,ACCIDENT,SUBMITTED,MINOR,2026-04-07 05:54:19,"Simon Mazorodze Road, Triangle, MASVINGO",Single vehicle accident — lost control on wet road near Mutare,1,917.12,0.00,0.00,ECOCASH,,0.256,False,,2026-04-09 03:54:19,,
CLM-066387062715,POL-205534358223,ZW-PH-0971051608,D3S4DA3YU3HDR7ETA,NATURAL_DISASTER,PAID,TOTAL_LOSS,2025-11-27 00:18:55,"Main Street, Makuti, MASHONALAND_WEST",Flooding swept vehicle into storm drain along Marimba Road,1,3333.95,3189.923360,3189.923360,SWIPE,,0.098,False,,2025-11-29 03:18:55,2025-12-09 03:18:55,
CLM-991673393878,POL-727538001925,ZW-PH-0971051608,7PL8C4X8NE5279N2V,ACCIDENT,PAID,MINOR,2025-05-09 22:39:19,"Harare CBD, Makuti, MASHONALAND_WEST",T-bone collision at four-way stop near Chitungwiza,1,926.31,796.256076,796.256076,CASH,,0.2686,False,,2025-05-12 04:39:19,2025-05-18 04:39:19,
CLM-778451529164,POL-483900601728,ZW-PH-4479451554,YJ6177HBFENHLCUST,ACCIDENT,CLOSED,MINOR,2024-12-26 05:31:28,"Commuter Terminus, Chitungwiza, HARARE","Hit and run incident on Simon Mazorodze Road, other driver fled",3,359.73,332.75025,332.75025,ECOCASH,,0.2707,False,,2024-12-26 13:31:28,2025-01-14 13:31:28,2025-01-21 13:31:28
CLM-119473833828,POL-801894948458,ZW-PH-1943250988,AWK02C48MEM0WCG8M,NATURAL_DISASTER,PAID,MINOR,2025-01-24 06:13:33,"Rural Road, Mount Darwin, MASHONALAND_CENTRAL",Flooding swept vehicle into storm drain along Marimba Road,1,1323.8,1194.86188,1194.86188,SWIPE,,0.2968,False,,2025-01-25 02:13:33,2025-02-05 02:13:33,
CLM-691640401390,POL-839493359019,ZW-PH-1943250988,4M72XGG5E4U5SJ8NK,OTHER,SUBMITTED,MINOR,2026-03-26 07:58:52,"Roadblock, Mount Darwin, MASHONALAND_CENTRAL",Struck by falling rock from kopje near Marondera,1,908.78,0.00,0.00,BANK_TRANSFER,,0.2549,False,,2026-03-27 07:58:52,,
CLM-990131291401,POL-033999135964,ZW-PH-1559179678,E6C0SKD8D73PEHG4Z,ACCIDENT,SUBMITTED,MODERATE,2026-04-23 02:32:30,"Roadblock, Binga, MATABELELAND_NORTH",Rear-ended at traffic light during rush hour on Samora Machel Avenue,2,1586.31,0.00,0.00,SWIPE,,0.2552,False,,2026-04-23 19:32:30,,
CLM-358383967083,POL-986685157247,ZW-PH-2021292450,EWXGXFANS5BVWEYP3,NATURAL_DISASTER,APPROVED,MODERATE,2025-09-20 08:17:46,"Beitbridge Border Post, Shamva, MASHONALAND_CENTRAL",Tornado debris caused significant body damage in Chipinge,1,2566.66,2222.984226,0.00,SWIPE,,0.2049,False,,2025-09-22 08:17:46,2025-09-30 08:17:46,
CLM-409430799124,POL-528476115342,ZW-PH-1182030212,MKVNHEJNNDUXLUXAX,ACCIDENT,APPROVED,MODERATE,2024-09-01 12:06:00,"Gas Station, Makuti, MASHONALAND_WEST","Hit and run incident on Simon Mazorodze Road, other driver fled",3,1561.61,1500.238727,0.00,ECOCASH,,0.0153,False,,2024-09-02 20:06:00,2024-09-08 20:06:00,
CLM-064457650037,POL-605831460620,ZW-PH-7314150980,PE4LAN5121Z8VXH8G,NATURAL_DISASTER,PAID,MODERATE,2025-03-08 23:09:29,"Highway A2, Marondera, MASHONALAND_EAST",Flooding swept vehicle into storm drain along Marimba Road,1,2772.45,2741.121315,2741.121315,SWIPE,,0.0753,False,,2025-03-10 18:09:29,2025-03-24 18:09:29,
CLM-536309261723,POL-155284060808,ZW-PH-8759146606,T722D4GR57WWDTVAL,NATURAL_DISASTER,PAID,MODERATE,2026-02-27 12:38:51,"Rural Road, Triangle, MASVINGO",Flooding swept vehicle into storm drain along Marimba Road,1,2573.07,2421.516177,2421.516177,BANK_TRANSFER,,0.2982,False,,2026-03-02 06:38:51,2026-03-08 06:38:51,
CLM-211373867376,POL-965099664527,ZW-PH-8125442433,0G82MXPLJALWTVH6F,ACCIDENT,CLOSED,MODERATE,2026-03-12 07:57:45,"Residential Area, Victoria Falls, MATABELELAND_NORTH",Rear-ended at traffic light during rush hour on Samora Machel Avenue,2,1665.31,1417.678403,1417.678403,ECOCASH,,0.227,False,,2026-03-13 08:57:45,2026-03-25 08:57:45,2026-04-09 08:57:45
CLM-034440116085,POL-011280146394,ZW-PH-8463156663,FL4YF6S4JU9K9BCPE,ACCIDENT,APPROVED,MINOR,2025-05-24 21:43:54,"Industrial Area, Hwange, MATABELELAND_NORTH",Backed into another vehicle at Borrowdale Racecourse parking,1,334.86,293.270388,0.00,CASH,,0.2411,False,,2025-05-25 23:43:54,2025-06-03 23:43:54,
CLM-791551403646,POL-011280146394,ZW-PH-8463156663,FL4YF6S4JU9K9BCPE,OTHER,PAID,TOTAL_LOSS,2025-01-06 10:34:13,"Bulawayo CBD, Hwange, MATABELELAND_NORTH",Collision with cattle on A5 rural road near Gwanda,1,5738.23,5198.83638,5198.83638,CASH,,0.2301,False,,2025-01-07 20:34:13,2025-01-16 20:34:13,
CLM-078170881153,POL-281969206162,ZW-PH-9923435457,6GTC3GLD3UKE2A0PB,ACCIDENT,UNDER_REVIEW,MAJOR,2026-04-09 17:54:14,"Commuter Terminus, Bindura, MASHONALAND_CENTRAL",Hit while parked at Sam Levy Shopping Centre,2,7643.5,0.00,0.00,BANK_TRANSFER,,0.2931,False,,2026-04-09 23:54:14,,
CLM-943744618576,POL-163495844429,ZW-PH-0896779978,MKLGFYW83MH4HB7ZJ,NATURAL_DISASTER,SUBMITTED,MODERATE,2026-04-18 20:00:11,"Industrial Area, Ruwa, MASHONALAND_EAST",Flash flood submerged vehicle in Budiriro low-lying area,1,7642.14,0.00,0.00,SWIPE,,0.6634,False,Claimed amount grossly inflated beyond vehicle proportion; Staged incident in high-risk location with near-maximum claim,2026-04-20 20:00:11,,
CLM-974422186351,POL-698712370436,ZW-PH-4211755694,GPKDV05YFF083JZPC,ACCIDENT,CLOSED,MODERATE,2026-01-24 03:24:51,"Highway A1, Triangle, MASVINGO",Side collision at intersection — other driver ran red light in Harare CBD,2,853.24,796.07292,796.07292,BANK_TRANSFER,,0.118,False,,2026-01-24 08:24:51,2026-02-03 08:24:51,2026-02-18 08:24:51
CLM-999006108422,POL-698712370436,ZW-PH-4211755694,GPKDV05YFF083JZPC,THEFT,CLOSED,MODERATE,2026-03-20 14:44:45,"Airport Road, Triangle, MASVINGO",Vehicle stolen and recovered badly damaged near Highfield,1,1261.17,1113.486993,1113.486993,SWIPE,,0.2453,False,,2026-03-21 23:44:45,2026-04-06 23:44:45,2026-04-13 23:44:45
CLM-680397887141,POL-011105156300,ZW-PH-6229848390,2YTAA77FG42VKCNWT,ACCIDENT,APPROVED,MODERATE,2026-04-08 15:44:01,"Farm Road, Masvingo, MASVINGO",Multi-vehicle collision on A1 highway due to sudden braking,2,4217.22,3639.46086,0.00,ECOCASH,,0.0089,False,,2026-04-10 08:44:01,2026-04-19 08:44:01,
CLM-909768085232,POL-859541886447,ZW-PH-6229848390,HWC7U8JNTJU566C6D,ACCIDENT,PAID,MODERATE,2025-11-01 12:49:00,"Airport Road, Masvingo, MASVINGO",Hit while parked at Sam Levy Shopping Centre,2,537.89,476.516751,476.516751,CASH,,0.1478,False,,2025-11-02 03:49:00,2025-11-08 03:49:00,
CLM-957279129756,POL-341065794321,ZW-PH-4370863624,73B4F74WEUNTM8Y8R,ACCIDENT,PAID,MAJOR,2025-04-10 11:50:24,"Bulawayo Road, Macheke, MASHONALAND_EAST",T-bone collision at four-way stop near Chitungwiza,1,6146.55,6066.030195,6066.030195,CASH,,0.0743,False,,2025-04-13 01:50:24,2025-04-27 01:50:24,
CLM-130856868864,POL-298843725194,ZW-PH-1092916036,287SEMUK822TLAD4M,OTHER,PAID,MINOR,2025-07-26 16:31:19,"Samora Machel Avenue, Triangle, MASVINGO",Struck by falling rock from kopje near Marondera,1,714.13,659.784707,659.784707,SWIPE,,0.0132,False,,2025-07-27 20:31:19,2025-08-07 20:31:19,
CLM-566378249449,POL-037586816196,ZW-PH-8195621846,FP8TZXX59VYJ96A0U,ACCIDENT,CLOSED,MAJOR,2026-02-07 15:44:31,"Parking Lot, Gwanda, MATABELELAND_SOUTH",Rear-ended at traffic light during rush hour on Samora Machel Avenue,3,1849.3,1707.08883,1707.08883,ECOCASH,,0.0023,False,,2026-02-08 12:44:31,2026-02-13 12:44:31,2026-02-22 12:44:31
CLM-380921760017,POL-925166990721,ZW-PH-6342313743,KYPG7XFU9A4YB211P,ACCIDENT,UNDER_REVIEW,MODERATE,2026-03-29 16:48:28,"Commuter Terminus, Bulawayo, BULAWAYO",Single vehicle accident — lost control on wet road near Mutare,2,1948.5,0.00,0.00,BANK_TRANSFER,,0.1376,False,,2026-03-31 13:48:28,,
CLM-709736566621,POL-944196458232,ZW-PH-6014733284,MC25F2ZVRM82N0HEZ,ACCIDENT,APPROVED,MINOR,2026-01-12 11:29:02,"Tollgate, Triangle, MASVINGO",Collision in Westgate shopping mall parking area while reversing,1,301.42,276.070578,0.00,CASH,,0.0856,False,,2026-01-14 12:29:02,2026-01-29 12:29:02,
CLM-746299507960,POL-944196458232,ZW-PH-6014733284,MC25F2ZVRM82N0HEZ,THEFT,PAID,MINOR,2025-09-25 10:56:42,"Parking Lot, Triangle, MASVINGO","Attempted carjacking in Eastlea, significant ignition damage",1,487.21,477.95301,477.95301,CASH,,0.1813,False,,2025-09-27 09:56:42,2025-10-04 09:56:42,
CLM-021429561686,POL-532082339340,ZW-PH-1111023119,PBXD9CL2XYKW3J5BB,ACCIDENT,PAID,MODERATE,2024-12-29 12:46:12,"Shopping Center Parking, Bulawayo, BULAWAYO",Collision in Westgate shopping mall parking area while reversing,2,534.46,507.20254,507.20254,SWIPE,,0.1086,False,,2024-12-29 23:46:12,2025-01-09 23:46:12,
CLM-267906675752,POL-634778648423,ZW-PH-1494528036,60MB3VSP5ED6MEAV7,ACCIDENT,CLOSED,MODERATE,2026-01-04 15:54:33,"Robert Mugabe Road, Makuti, MASHONALAND_WEST","Hit and run incident on Simon Mazorodze Road, other driver fled",3,3257.15,2855.543405,2855.543405,BANK_TRANSFER,,0.257,False,,2026-01-06 05:54:33,2026-01-17 05:54:33,2026-01-23 05:54:33
CLM-336212728276,POL-708618331087,ZW-PH-2993853114,1RLVKZNG12AGYYT6Z,ACCIDENT,PAID,MODERATE,2026-03-13 00:37:26,"Airport Road, Ruwa, HARARE",T-bone collision at four-way stop near Chitungwiza,3,2446.79,2101.058573,2101.058573,ECOCASH,,0.103,False,,2026-03-14 23:37:26,2026-03-22 23:37:26,
CLM-561978665203,POL-267193074594,ZW-PH-2993853114,L95B8MBY2VZUBFPZB,NATURAL_DISASTER,PAID,MODERATE,2025-04-28 21:22:52,"Roadblock, Ruwa, HARARE",Large branch fell through windscreen during overnight storm,1,4793.28,4184.054112,4184.054112,CASH,,0.2464,False,,2025-04-30 01:22:52,2025-05-16 01:22:52,
CLM-147051231203,POL-887625140803,ZW-PH-1658328839,RAXJ0YC7NEMCY656H,ACCIDENT,SUBMITTED,MINOR,2026-04-23 07:02:54,"Chirundu Border Post, Hwange, MATABELELAND_NORTH",Backed into another vehicle at Borrowdale Racecourse parking,2,1029.13,0.00,0.00,CASH,,0.3258,False,Multiple claims history,2026-04-23 16:02:54,,
CLM-733932171435,POL-147178788691,ZW-PH-1658328839,ZMP896B4K9BV79KKD,VANDALISM,CLOSED,MINOR,2026-02-15 07:05:58,"Gas Station, Hwange, MATABELELAND_NORTH",Aerial snapped and roof aerial mount vandalised,1,102.15,98.043570,98.043570,SWIPE,,0.2826,False,Multiple claims history,2026-02-16 18:05:58,2026-02-27 18:05:58,2026-03-13 18:05:58
CLM-325006378084,POL-147178788691,ZW-PH-1658328839,ZMP896B4K9BV79KKD,ACCIDENT,PAID,MINOR,2026-03-20 10:29:18,"Beitbridge Border Post, Hwange, MATABELELAND_NORTH",Side-swipe on Bulawayo Road near Gweru tollgate,2,174.09,161.659974,161.659974,BANK_TRANSFER,,0.10640000000000001,False,Multiple claims history,2026-03-22 12:29:18,2026-04-10 12:29:18,
CLM-742290308201,POL-913385863946,ZW-PH-7439559126,7JA5JM9HF9P0GYLSD,THEFT,PAID,MINOR,2026-02-03 22:38:59,"Main Street, Rusape, MANICALAND",Wheels and rims stolen while parked on Jason Moyo Avenue overnight,1,2186.6,2082.73650,2082.73650,CASH,,0.0628,False,,2026-02-05 23:38:59,2026-02-10 23:38:59,
CLM-930956648184,POL-449364810159,ZW-PH-7280112928,3M25B0P91U83AEVYA,ACCIDENT,PAID,MODERATE,2025-08-07 00:00:00,"Bulawayo Road, Victoria Falls, MATABELELAND_NORTH",Side collision at intersection — other driver ran red light in Harare CBD,2,840.32,723.011328,723.011328,BANK_TRANSFER,,0.6066,False,Claim filed within first 14 days of policy inception,2025-08-08 00:00:00,2026-03-29 22:44:03,
CLM-029159564523,POL-044343756592,ZW-PH-2471057373,M4TVE4UYS48VE4UVB,ACCIDENT,CLOSED,MINOR,2025-06-16 08:50:01,"Border Post Area, Victoria Falls, HARARE",Multi-vehicle collision on A1 highway due to sudden braking,1,485.13,480.618291,480.618291,CASH,,0.6009,False,Incident at border crossing — difficult to verify independently,2025-06-19 08:50:01,2025-07-01 08:50:01,2025-07-10 08:50:01
CLM-228756081378,POL-472368649089,ZW-PH-8897499185,PDKPYGRJYPZYN4JAA,VANDALISM,PAID,MINOR,2024-11-26 19:31:36,"Victoria Falls, Chitungwiza, HARARE",Aerial snapped and roof aerial mount vandalised,1,2306.91,1978.636707,1978.636707,ECOCASH,,0.1199,False,,2024-11-27 09:31:36,2024-12-17 09:31:36,
CLM-549962577635,POL-305962714887,ZW-PH-3747442673,N052MFZ2EB99U434X,ACCIDENT,CLOSED,MINOR,2025-06-19 10:04:53,"Highway A1, Masvingo, MASVINGO",Side collision at intersection — other driver ran red light in Harare CBD,1,1912.27,1888.175398,1888.175398,ECOCASH,,0.496,False,Multiple claims history,2025-06-20 05:04:53,2025-07-10 05:04:53,2025-07-17 05:04:53
CLM-849157948126,POL-305962714887,ZW-PH-3747442673,N052MFZ2EB99U434X,FIRE,CLOSED,MINOR,2025-04-10 10:02:24,"Highway A2, Masvingo, MASVINGO",Fuel line rupture caused fire after pothole impact,1,1518.08,1339.098368,1339.098368,CASH,,0.3126,False,Multiple claims history,2025-04-12 22:02:24,2025-04-29 22:02:24,2025-05-12 22:02:24
CLM-047556937632,POL-305962714887,ZW-PH-3747442673,N052MFZ2EB99U434X,FIRE,PAID,MODERATE,2025-06-30 13:28:09,"Roadblock, Masvingo, MASVINGO",Vehicle caught fire after rear-end collision,1,4525.61,4363.593162,4363.593162,ECOCASH,,0.2772,False,Multiple claims history,2025-07-01 12:28:09,2025-07-15 12:28:09,
CLM-591812838202,POL-785738721821,ZW-PH-6539734624,6RMRP27J5AC8T92KU,VANDALISM,CLOSED,MODERATE,2025-08-24 16:30:25,"Rural Road, Binga, MATABELELAND_NORTH",Vehicle spray-painted with graffiti in Mbare overnight,1,2194.53,1886.856894,1886.856894,SWIPE,,0.0741,False,,2025-08-27 12:30:25,2025-09-04 12:30:25,2025-09-14 12:30:25
CLM-735953933441,POL-910043752429,ZW-PH-4386594259,NJD7ZWL5BV7PB3DB3,VANDALISM,CLOSED,MINOR,2025-02-28 23:28:16,"Robert Mugabe Road, Gokwe, MIDLANDS",Tyres slashed in Avenues apartment block parking,1,638.13,599.395509,599.395509,CASH,,0.2458,False,,2025-03-03 01:28:16,2025-03-18 01:28:16,2025-04-02 01:28:16
CLM-587336430886,POL-443126286159,ZW-PH-4498308937,MC9ALND5ZZZ1PYM59,ACCIDENT,PAID,MODERATE,2024-10-23 05:59:48,"Commuter Terminus, Gokwe, MIDLANDS",Collision in Westgate shopping mall parking area while reversing,2,1108.31,1045.801316,1045.801316,CASH,,0.2212,False,,2024-10-24 05:59:48,2024-11-06 05:59:48,
CLM-562575977609,POL-587305880739,ZW-PH-4498308937,6TE8JW8AZ0TUF5W3G,VANDALISM,PAID,MINOR,2025-08-29 14:28:20,"Victoria Falls, Gokwe, MIDLANDS",All four tyres deflated and rims scratched,1,258.57,221.258349,221.258349,ECOCASH,,0.0039,False,,2025-08-31 22:28:20,2025-09-14 22:28:20,
CLM-387913901084,POL-556211047250,ZW-PH-8469667501,66AYMLYA61RUA9Y7W,THEFT,PAID,MODERATE,2025-08-16 13:49:33,"Parking Lot, Chimanimani, MANICALAND","Vehicle stolen from Malls car park, later recovered without engine",1,473.56,457.790452,457.790452,ECOCASH,,0.2004,False,,2025-08-17 20:49:33,2025-08-23 20:49:33,
CLM-949748292506,POL-560988001394,ZW-PH-8717711652,VMN6M98Y2RG6H6EVK,VANDALISM,PAID,MINOR,2026-02-04 10:07:50,"Bulawayo CBD, Chitungwiza, HARARE","Windscreen and side windows smashed, nothing stolen",1,3079.37,2739.099615,2739.099615,BANK_TRANSFER,,0.2232,False,,2026-02-06 12:07:50,2026-02-17 12:07:50,
CLM-270459852431,POL-804579051912,ZW-PH-4071184143,ZW5TGF2MB4FMWC9A0,ACCIDENT,APPROVED,MODERATE,2025-08-07 10:21:48,"Highway A5, Kwekwe, MIDLANDS",T-bone collision at four-way stop near Chitungwiza,1,2490.31,2152.374933,0.00,BANK_TRANSFER,,0.29,False,,2025-08-10 06:21:48,2025-08-28 06:21:48,
CLM-491642085395,POL-740172936813,ZW-PH-8746447356,AX10V5VK3ZMJE3PUB,ACCIDENT,PAID,MINOR,2026-03-05 05:03:14,"Robert Mugabe Road, Mount Darwin, MASHONALAND_CENTRAL",Collision in Westgate shopping mall parking area while reversing,2,1712.93,1641.843405,1641.843405,SWIPE,,0.2828,False,,2026-03-07 14:03:14,2026-03-27 14:03:14,
CLM-423652485602,POL-921657545003,ZW-PH-4662071750,3HY59EKZK7ZS6WJ5K,ACCIDENT,PAID,MINOR,2025-07-06 04:42:01,"Gas Station, Makuti, MASHONALAND_WEST",Backed into another vehicle at Borrowdale Racecourse parking,2,757.97,723.179177,723.179177,ECOCASH,,0.0794,False,,2025-07-09 02:42:01,2025-07-20 02:42:01,
CLM-872410033302,POL-501550094404,ZW-PH-9423075344,7B071DRKB22EM1PXX,ACCIDENT,CLOSED,MODERATE,2025-09-06 08:20:52,"Industrial Area, Binga, MATABELELAND_NORTH",Side collision at intersection — other driver ran red light in Harare CBD,2,8332.33,1842.75774,1842.75774,ECOCASH,,0.6951,False,Claim exceeds market value for 16-year-old vehicle; Staged incident in high-risk location with near-maximum claim,2025-09-06 12:20:52,2025-09-15 12:20:52,2025-09-27 12:20:52
CLM-383386393277,POL-770123273556,ZW-PH-9184026115,D3CU6ZKUD1ARHX4JR,ACCIDENT,CLOSED,MAJOR,2026-01-23 09:26:05,"Roadblock, Binga, MATABELELAND_NORTH",Hit while parked at Sam Levy Shopping Centre,4,2805.93,2718.384984,2718.384984,CASH,,0.3792,False,Multiple claims history,2026-01-25 09:26:05,2026-01-30 09:26:05,2026-02-07 09:26:05
CLM-147933353981,POL-770123273556,ZW-PH-9184026115,D3CU6ZKUD1ARHX4JR,NATURAL_DISASTER,CLOSED,MAJOR,2025-11-02 21:36:13,"Gas Station, Binga, MATABELELAND_NORTH","Severe hail damage to bonnet, roof and boot during Harare storms",1,2053.63,1867.981848,1867.981848,CASH,,0.33530000000000004,False,Multiple claims history,2025-11-03 18:36:13,2025-11-22 18:36:13,2025-12-03 18:36:13
CLM-534411897247,POL-770123273556,ZW-PH-9184026115,D3CU6ZKUD1ARHX4JR,ACCIDENT,PAID,MINOR,2026-03-08 22:30:47,"Harare CBD, Binga, MATABELELAND_NORTH",Backed into another vehicle at Borrowdale Racecourse parking,2,5175.2,379.126872,379.126872,BANK_TRANSFER,,0.7087,True,Claim amount suspiciously close to coverage limit; Claimed amount grossly inflated beyond vehicle proportion; Multiple claims history,2026-03-09 17:30:47,2026-03-29 17:30:47,
CLM-832803070834,POL-536334549871,ZW-PH-6403209076,U80SXW60P1KY7EM7D,ACCIDENT,SUBMITTED,MODERATE,2026-04-04 02:00:00,"Roadblock, Chitungwiza, HARARE","Damage noted upon return to vehicle, cause unconfirmed",1,1446.63,0.00,0.00,BANK_TRANSFER,,0.622,False,Claim filed within first 14 days of policy inception; Non-specific incident description,2026-04-05 00:00:00,,
CLM-396786532902,POL-437934212842,ZW-PH-3450669800,ECU08W2EBCGZCW1X3,ACCIDENT,CLOSED,MINOR,2026-03-06 01:34:49,"Chirundu Border Post, Norton, HARARE",Hit while parked at Sam Levy Shopping Centre,2,290.11,263.768012,263.768012,CASH,,0.0444,False,,2026-03-08 13:34:49,2026-03-18 13:34:49,2026-03-27 13:34:49
CLM-533733535703,POL-437934212842,ZW-PH-3450669800,ECU08W2EBCGZCW1X3,ACCIDENT,PAID,MODERATE,2026-01-26 07:21:24,"Highway A5, Norton, HARARE",Multi-vehicle collision on A1 highway due to sudden braking,3,769.51,687.403283,687.403283,SWIPE,,0.093,False,,2026-01-27 19:21:24,2026-02-01 19:21:24,
CLM-829313648977,POL-693170395951,ZW-PH-9376129198,XT4B2EFHCSYW02218,VANDALISM,REJECTED,MINOR,2025-10-22 15:00:42,"Commuter Terminus, Chinhoyi, MASHONALAND_WEST",Paint scorched with chemical substance in Southerton industrial,1,451.27,0.00,0.00,SWIPE,,0.244,False,,2025-10-23 12:00:42,2025-11-03 12:00:42,2025-11-03 12:00:42
CLM-844601978425,POL-135308190436,ZW-PH-4287158689,B6J9MD1X14E930MYP,ACCIDENT,UNDER_REVIEW,MINOR,2026-03-25 14:36:33,"Township Road, Hwange, MATABELELAND_NORTH",Side collision at intersection — other driver ran red light in Harare CBD,2,1087.75,0.00,0.00,SWIPE,,0.401,False,,2026-03-28 05:36:33,,
CLM-949583129065,POL-917292231531,ZW-PH-8546909687,91YTLFXC9883CZ7PM,ACCIDENT,CLOSED,MINOR,2026-01-12 01:13:14,"Bulawayo CBD, Masvingo, MASVINGO","Hit and run incident on Simon Mazorodze Road, other driver fled",2,1532.25,1465.137450,1465.137450,BANK_TRANSFER,,0.0592,False,,2026-01-14 05:13:14,2026-01-31 05:13:14,2026-02-14 05:13:14
CLM-168240976004,POL-043773177042,ZW-PH-8546909687,VA5S0ABG4WDCT0FSR,ACCIDENT,PAID,MINOR,2025-12-22 18:53:14,"Airport Road, Masvingo, MASVINGO",T-bone collision at four-way stop near Chitungwiza,2,17032.75,2293.500386,2293.500386,ECOCASH,,0.6693,False,Claim amount suspiciously close to coverage limit; Claimed amount grossly inflated beyond vehicle proportion,2025-12-25 04:53:14,2026-01-13 04:53:14,
CLM-093737666564,POL-435750984132,ZW-PH-8966583097,HA8X3MSPJZTTDYWS2,ACCIDENT,APPROVED,MINOR,2026-04-09 14:56:09,"Highway A5, Bulawayo, BULAWAYO",Multi-vehicle collision on A1 highway due to sudden braking,3,278.12,264.241812,0.00,BANK_TRANSFER,,0.2402,False,,2026-04-09 16:56:09,2026-04-24 16:56:09,
CLM-571512948648,POL-766809222661,ZW-PH-3308404850,PK7C18K65RA21G2SV,ACCIDENT,APPROVED,MODERATE,2024-09-12 02:09:18,"Gas Station, Victoria Falls, MATABELELAND_NORTH",Backed into another vehicle at Borrowdale Racecourse parking,4,3015.5,2592.42535,0.00,CASH,,0.0328,False,,2024-09-15 02:09:18,2024-10-04 02:09:18,
CLM-568333069825,POL-741464888747,ZW-PH-7653994334,GF5BH2JXK5NHZJ33D,ACCIDENT,PAID,MODERATE,2025-11-29 21:55:58,"Chirundu Border Post, Binga, MATABELELAND_NORTH",Side collision at intersection — other driver ran red light in Harare CBD,3,2437.92,2247.518448,2247.518448,BANK_TRANSFER,,0.2345,False,,2025-12-02 11:55:58,2025-12-10 11:55:58,
CLM-217656384411,POL-741464888747,ZW-PH-7653994334,GF5BH2JXK5NHZJ33D,ACCIDENT,APPROVED,MAJOR,2026-03-06 19:09:51,"Airport Road, Binga, MATABELELAND_NORTH",Multi-vehicle collision on A1 highway due to sudden braking,2,5982.17,5736.302813,0.00,ECOCASH,,0.1382,False,,2026-03-07 13:09:51,2026-03-26 13:09:51,
CLM-968169962384,POL-455086349947,ZW-PH-2077626007,TXSKVW97GV4PALKA9,ACCIDENT,APPROVED,MINOR,2026-04-04 04:57:39,"Main Street, Mount Darwin, MASHONALAND_CENTRAL",T-bone collision at four-way stop near Chitungwiza,2,1424.76,1217.314944,0.00,SWIPE,,0.2883,False,,2026-04-07 03:57:39,2026-04-21 03:57:39,
CLM-962856241512,POL-631011192661,ZW-PH-5621227514,KW7AEWLE1XTXPRM46,ACCIDENT,CLOSED,MAJOR,2025-08-12 18:00:00,"Border Post Area, Beitbridge, MATABELELAND_NORTH",Multi-vehicle collision on A1 highway due to sudden braking,2,4400.43,4190.529489,4190.529489,ECOCASH,,0.6055,False,Claim filed within first 14 days of policy inception; Incident at border crossing — difficult to verify independently,2025-08-13 10:00:00,2025-11-30 09:50:33,2025-12-15 09:50:33
CLM-142772957703,POL-459561554259,ZW-PH-1993889147,MFMLTJ8DVD62MV5DV,ACCIDENT,PAID,MAJOR,2026-03-08 06:40:58,"Township Road, Kariba, MASHONALAND_WEST",Side-swipe on Bulawayo Road near Gweru tollgate,2,10517.24,8958.585032,8958.585032,SWIPE,,0.1129,False,Multiple claims history,2026-03-11 05:40:58,2026-03-27 05:40:58,
CLM-697054361644,POL-459561554259,ZW-PH-1993889147,MFMLTJ8DVD62MV5DV,ACCIDENT,APPROVED,MODERATE,2026-03-04 09:19:39,"Residential Area, Kariba, MASHONALAND_WEST",Collision in Westgate shopping mall parking area while reversing,2,4184.56,4077.016808,0.00,ECOCASH,,0.1617,False,Multiple claims history,2026-03-07 00:19:39,2026-03-27 00:19:39,
CLM-523535251734,POL-459561554259,ZW-PH-1993889147,MFMLTJ8DVD62MV5DV,ACCIDENT,CLOSED,MODERATE,2026-03-22 03:22:21,"Commuter Terminus, Kariba, MASHONALAND_WEST",T-bone collision at four-way stop near Chitungwiza,1,22190.71,2459.136328,2459.136328,ECOCASH,,0.707,True,Claim exceeds market value for 15-year-old vehicle; Staged incident in high-risk location with near-maximum claim; Multiple claims history,2026-03-23 15:22:21,2026-04-05 15:22:21,2026-04-20 15:22:21
CLM-424660238101,POL-542300071173,ZW-PH-1007023638,U554RX2XAPVFBGNRS,ACCIDENT,PAID,MODERATE,2025-11-07 12:24:18,"Bulawayo CBD, Chiredzi, MASVINGO","Hit and run incident on Simon Mazorodze Road, other driver fled",2,4357.74,4041.803850,4041.803850,SWIPE,,0.0589,False,,2025-11-07 20:24:18,2025-11-22 20:24:18,
